movie_title,rating,user_rating,genres,plot_keyword,director,top_5_casts,writer,votes,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
Go Goa Gone,6.6,14K,"['Action', 'Adventure', 'Comedy']","['zombie outbreak', 'yuppie', 'russian mafia', 'goa india', 'stoner', 'zombie survival', 'cocaine', 'marijuana']",Krishna D.K.,"['Krishna D.K.', 'Kunal Khemu', 'Sita Menon', 'Saif Ali Khan', 'Kunal Khemu']",Raj Nidimoru,14000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bronco Billy,6.1,12K,"['Action', 'Adventure', 'Comedy']","['cult favorite', 'cowboy', 'new york city', 'circus', 'police officer', 'sex scene', 'title spoken by character', 'hixploitation', 'neo western']",Clint Eastwood,"['Clint Eastwood', 'Sondra Locke', 'Geoffrey Lewis', 'Clint Eastwood', 'Dennis Hackin']",Dennis Hackin,12000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaabil,7.1,27K,"['Action', 'Crime', 'Drama']","['mumbai india', 'rape and revenge', 'rape', 'india', 'blind man', 'murder', 'revenge']",Sanjay Gupta,"['Vijay Kumar Mishra', 'Rajshri Sudhakar', 'Hrithik Roshan', 'Abhinay Raj Singh', 'Yami Gautam']",Sanjay Masoomm,27000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grabbers,6.2,18K,"['Action', 'Adventure', 'Comedy']","['goofball', 'spoof', 'eaten alive', 'bathtub']",Jon Wright,"['Killian Coyle', 'Stuart Graham', 'Michael Hough', 'Jon Wright', 'Kevin Lehane']",Kevin Lehane,18000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company,8.0,15K,"['Action', 'Crime', 'Drama']","['crime boss', 'mumbai india', 'neo noir', 'policeman', 'gangster', 'rivalry', 'organized crime']",Ram Gopal Varma,"['Jaideep Sahni', 'Ajay Devgn', 'Mohanlal', 'Manisha Koirala', 'Ram Gopal Varma']",H. Banerjee,15000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miracle at St. Anna,6.1,19K,"['Action', 'Drama', 'War']","['1980s', 'african american', 'year 1984', 'behind enemy lines', '1940s', 'ghost']",Spike Lee,"['Derek Luke', 'Michael Ealy', 'Laz Alonso', 'Spike Lee', 'James McBride']",James McBride,19000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Agneepath,6.9,24K,"['Action', 'Crime', 'Drama']","['stabbed to death', 'showdown', 'cocaine', 'evil man', 'fistfight', 'island', 'revenge', 'massacre']",Karan Malhotra,"['Avinash Ghodke', 'Karan Malhotra', 'Hrithik Roshan', 'Priyanka Chopra Jonas', 'Sanjay Dutt']",Ila Bedi Dutta,24000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detective Byomkesh Bakshy!,7.6,23K,"['Action', 'Crime', 'Drama']","['private detective', 'criminal mastermind', 'conspiracy']",Dibakar Banerjee,"['Dibakar Banerjee', 'Saradindu Bandopadhyay', 'Sushant Singh Rajput', 'Anand Tiwari', 'Neeraj Kabi']",Urmi Juvekar,23000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chennai Express,6.0,54K,"['Action', 'Comedy', 'Romance']","['train ride', 'romantic rivalry', 'courage', 'temple', 'singing', 'cricket the sport', 'cell phone', 'journey']",Rohit Shetty,"['Yunus Sajawal', 'Robin Bhatt', 'Deepika Padukone', 'Shah Rukh Khan', 'Sathyaraj']",K. Subhash,54000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Desierto,6.0,10K,"['Action', 'Adventure', 'Drama']","['campfire', 'vigilante', 'survival', 'hunt', 'manhunt', 'rabbit', 'desert', 'man carries a woman']",Jonás Cuarón,"['Mateo Garcia', 'Gael García Bernal', 'Jeffrey Dean Morgan', 'Alondra Hidalgo', 'Jonás Cuarón']",Jonás Cuarón,10000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enthiran,7.1,27K,"['Action', 'Sci-Fi', 'Thriller']","['romantic rivalry', 'actor playing multiple roles', 'robot', 'wilhelm scream', 'superhero', 'dual role', 'scientist', 'artificial intelligence', 'android']",S. Shankar,"['Swanand Kirkire', 'S. Shankar', 'Rajinikanth', 'Aishwarya Rai Bachchan', 'Danny Denzongpa']",Madhan Karky,27000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Salyut-7,7.2,11K,"['Action', 'Drama', 'History']","['space station', 'russia']",Klim Shipenko,"['Aleksey Chupov', 'Natasha Merkulova', 'Vladimir Vdovichenkov', 'Pavel Derevyanko', 'Aleksandr Samoylenko']",Aleksey Samolyotov,11000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ink,6.8,22K,"['Action', 'Drama', 'Fantasy']","['time paradox', 'father daughter relationship', 'businessman', 'dream']",Jamin Winans,"['Christopher Soren Kelly', 'Quinn Hunchar', 'Jessica Duffy', 'Jamin Winans', 'Jamin Winans']",Jamin Winans,22000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Badlapur,7.4,24K,"['Action', 'Crime', 'Drama']","['brawl', 'neo noir', 'prison', 'vengeance', 'revenge', 'death of wife']",Sriram Raghavan,"['Sriram Raghavan', 'Arijit Biswas', 'Varun Dhawan', 'Nawazuddin Siddiqui', 'Yami Gautam']",Massimo Carlotto,24000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safety Last!,8.1,21K,"['Action', 'Comedy', 'Thriller']","['unemployment', 'department store', 'national film registry']",Fred C. Newmeyer,"['Hal Roach', 'Sam Taylor', 'Tim Whelan', 'Harold Lloyd', 'Mildred Davis']",Sam Taylor,21000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Omkara,8.1,21K,"['Action', 'Crime', 'Drama']","['bad guy wins', 'character name as title', 'one word title', 'jealousy', 'manipulation', 'marriage']",Vishal Bhardwaj,"['Robin Bhatt', 'Abhishek Chaubey', 'Ajay Devgn', 'Kareena Kapoor', 'Saif Ali Khan']",Vishal Bhardwaj,21000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hera Pheri,8.1,66K,"['Action', 'Comedy', 'Crime']","['police', 'mother son relationship', 'man wears eyeglasses', 'showdown', 'farce', 'rivalry', 'arrest', 'friendship']",Priyadarshan,"['Lal', 'Neeraj Vora', 'Akshay Kumar', 'Suniel Shetty', 'Paresh Rawal']",Siddique,66000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saints and Soldiers,6.7,21K,"['Action', 'Drama', 'War']","['u.s. soldier', 'american abroad', 'world war two soldier', 'weapon', '1940s', 'u.s. army', 'year 1944']",Ryan Little,"['Matt Whitaker', 'Corbin Allred', 'Alexander Polinsky', 'Kirby Heyborne', 'Ryan Little']",Geoffrey Panos,21000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Steamboat Bill, Jr.",7.8,15K,"['Action', 'Comedy', 'Drama']","['character name as title', 'nickname as title', 'riverboat', 'hurricane', 'father son relationship', 'forbidden love', 'national film registry']",Charles Reisner,"['Carl Harbaugh', 'Buster Keaton', 'Tom McGuire', 'Ernest Torrence', 'Charles Reisner']",Buster Keaton,15000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Watch Out, We're Mad",7.3,12K,"['Action', 'Comedy']","['crime boss', 'rehearsal', 'car crash', 'two man army', 'hitman', 'fistfight', 'friendship', 'buddy movie']",Marcello Fondato,"['Jesús R. Folgar', 'Marcello Fondato', 'Terence Hill', 'Bud Spencer', 'Patty Shepard']",Vicente Coello,12000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Race,6.6,15K,"['Action', 'Crime', 'Drama']","['alcoholic', 'model', 'detective', 'murder', 'secretary', 'rival', 'south africa']",Abbas Alibhai Burmawalla,"['Shiraz Ahmed', 'Jitendra Parmar', 'Anurag Prapanna', 'Saif Ali Khan', 'Akshaye Khanna']",Mastan Alibhai Burmawalla,15000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marighella,6.6,55K,"['Action', 'Drama', 'History']","['torture', 'oppression', 'dictatorship']",Wagner Moura,"['Wagner Moura', 'Mário Magalhães', 'Seu Jorge', 'Bruno Gagliasso', 'Luiz Carlos Vasconcelos']",Felipe Braga,55000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bigil,6.7,21K,"['Action', 'Drama', 'Sport']",['football'],Atlee Kumar,"['Ramanagirivasan', 'Thalapathy Vijay', 'Nayanthara', 'Jackie Shroff', 'Atlee Kumar']",Atlee Kumar,21000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Raazi,7.7,30K,"['Action', 'Drama', 'Thriller']","['timeframe 1970s', '20th century', '1970s', 'based on true story', 'title directed by female']",Meghna Gulzar,"['Meghna Gulzar', 'Bhavani Iyer', 'Alia Bhatt', 'Vicky Kaushal', 'Rajit Kapoor']",Harinder S. Sikka,30000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kesari,7.4,20K,"['Action', 'Drama', 'History']","['sikh', 'patriotism', 'reference to allah', 'historical drama', 'muslim', 'based on true story', 'islam']",Anurag Singh,"['Anurag Singh', 'Akshay Kumar', 'Parineeti Chopra', 'Suvinder Vicky', 'Anurag Singh']",Girish Kohli,20000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Little Caesar,7.2,13K,"['Action', 'Crime', 'Drama']","['crime boss', ""new year's eve"", 'gangster', 'chicago illinois', 'murder', 'drive by shooting', 'organized crime']",Mervyn LeRoy,"['Francis Edward Faragoh', 'Robert N. Lee', 'Edward G. Robinson', 'Douglas Fairbanks Jr.', 'Glenda Farrell']",W.R. Burnett,13000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parallels,6.0,15K,"['Action', 'Sci-Fi']","['parallel world', 'multiverse', 'parallel universe', 'low budget sci fi movie']",Christopher Leone,"['Christopher Leone', 'Mark Hapka', 'Jessica Rothe', 'Eric Jungmann', 'Christopher Leone']",Laura Harkcom,15000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ishq,6.8,11K,"['Action', 'Comedy', 'Drama']","['hatred', 'poverty', 'taxi', 'supermarket', 'slapstick comedy', 'attempted rape', 'stabbed in the stomach']",Indra Kumar,"['Tanveer Khan', 'Naushir Khatau', 'Aamir Khan', 'Ajay Devgn', 'Juhi Chawla']",Rajeev Kaul,11000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singham,6.8,17K,"['Action', 'Crime', 'Drama']","['dating', 'character name as title', 'one word title', 'whipping', 'tough cop', 'india', 'fistfight', 'surname as title']",Rohit Shetty,"['Yunus Sajawal', 'Sajid', 'Ajay Devgn', 'Prakash Raj', 'Sudhanshu Pandey']",Hari,17000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madras Cafe,7.6,24K,"['Action', 'Drama', 'Thriller']","['patriotism', '1990s', 'conspiracy', 'shooting', 'agent', 'india', 'jungle', 'adventurer', 'timeframe 1990s']",Shoojit Sircar,"['Juhi Chaturvedi', 'Somnath Dey', 'John Abraham', 'Nargis Fakhri', 'Raashi Khanna']",Shubhendu Bhattacharya,24000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sukiyaki Western Django,6.1,15K,"['Action', 'Western']","['cigar smoking', 'treasure', 'samurai', 'dead body with eyes open', 'sword', 'murder', 'cemetery']",Takashi Miike,"['Masa Nakamura', 'Hideaki Itô', 'Kôichi Satô', 'Quentin Tarantino', 'Takashi Miike']",Takashi Miike,15000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sonchiriya,7.9,12K,"['Action', 'Crime', 'Drama']","['police', 'guilt', 'shotgun', 'shootout', 'curse', 'murder', 'gang']",Abhishek Chaubey,"['Abhishek Chaubey', 'Sushant Singh Rajput', 'Bhumi Pednekar', 'Ashutosh Rana', 'Abhishek Chaubey']",Sudip Sharma,12000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merantau,6.7,11K,"['Action', 'Drama']","['martial arts', 'one word title', 'telephone call', 'violence']",Gareth Evans,"['Daiwanne Ralie', 'Iko Uwais', 'Sisca Jessica', 'Christine Hakim', 'Gareth Evans']",Gareth Evans,11000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brat 2,7.7,15K,"['Action', 'Crime', 'Drama']","['drifter', 'twin', 'twin brother', 'sequel', 'murder', 'veteran']",Aleksey Balabanov,"['Sergey Bodrov', 'Viktor Sukhorukov', 'Sergey Makovetskiy', 'Aleksey Balabanov', 'Aleksey Balabanov']",Aleksey Balabanov,15000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double Trouble,7.1,10K,"['Action', 'Comedy']","['billionaire', 'same actor playing two characters simultaneously on screen', 'rich man']",Enzo Barboni,"['Terence Hill', 'Bud Spencer', 'April Clough', 'Enzo Barboni', 'Marco Barboni']",Marco Barboni,10000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indian,8.1,12K,"['Action', 'Drama', 'Thriller']","['bureaucracy', 'martial arts', 'scene of the crime', 'doctor', 'investigation', 'corruption', 'scene before opening credits', 'dead body']",S. Shankar,"['Umesh Sharma', 'Sujatha', 'Kamal Haasan', 'Sukanya', 'Manisha Koirala']",S. Shankar,12000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Akhanda,6.7,12K,"['Action', 'Drama']",['evil'],Boyapati Srinu,"['M. Rathnam', 'Nandamuri Balakrishna', 'Pragya Jaiswal', 'Jagapathi Babu', 'Boyapati Srinu']",Boyapati Srinu,12000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vidocq,6.4,22K,"['Action', 'Crime', 'Fantasy']","['serial killer', 'paris france', '19th century', 'female nudity', 'steampunk', 'detective', '1800s', 'supernatural power']",Pitof,"['Pitof', 'Jean-Christophe Grangé', 'Gérard Depardieu', 'Guillaume Canet', 'Inés Sastre']",Eugène-François Vidocq,22000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Deep,6.2,12K,"['Adventure', 'Mystery', 'Thriller']","['based on novel', 'blockbuster', 'drug', 'shark', 'nipples visible through clothing']",Peter Yates,"['Tracy Keenan Wynn', 'Jacqueline Bisset', 'Nick Nolte', 'Dick Anthony Williams', 'Peter Yates']",Peter Benchley,12000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Foolproof,6.4,10K,"['Action', 'Comedy', 'Crime']","['apartment', 'gun', 'thief', 'chess', 'heist', 'gangster', 'caper crime', 'blackmail']",William Phillips,"['Ryan Reynolds', 'Kristin Booth', 'Joris Jarsky', 'William Phillips', 'William Phillips']",William Phillips,10000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don,7.1,37K,"['Action', 'Crime', 'Thriller']","['bad guy wins', 'character name as title', 'train', 'drug lord', 'on the run', 'police officer', 'bound and gagged', 'look alike']",Farhan Akhtar,"['Javed Akhtar', 'Farhan Akhtar', 'Shah Rukh Khan', 'Priyanka Chopra Jonas', 'Arjun Rampal']",Salim Khan,37000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Unforgiven,8.2,406K,"['Drama', 'Western']","['torture', 'one last job', 'sadist', 'revenge', 'revisionist western']",Clint Eastwood,"['Clint Eastwood', 'Gene Hackman', 'Morgan Freeman', 'Clint Eastwood', 'David Webb Peoples']",David Webb Peoples,406000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mary Kom,6.8,11K,"['Action', 'Biography', 'Drama']","['boxing', 'training', 'boxer', 'character name as title', 'husband wife relationship', 'based on true story', 'marriage', 'wedding', 'female protagonist']",Omung Kumar,"['Ramendra Vasishth', 'Karan Singh Rathore', 'Priyanka Chopra Jonas', 'Sunil Thapa', 'Robin Das']",Saiwyn Quadras,11000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raid,7.4,17K,"['Action', 'Crime', 'Drama']","['1980s', 'corruption', 'shooting', 'india', 'gold', 'gunfire', 'based on true story']",Raj Kumar Gupta,"['Imran Manzoor', 'Ritesh Shah', 'Ajay Devgn', ""Ileana D'Cruz"", 'Amit Bimrot']",Nischay Kutt,17000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Friday,8.4,21K,"['Action', 'Crime', 'Drama']","['year 1993', 'bombing', 'india']",Anurag Kashyap,"['Hussain Zaidi', 'Piyush Mishra', 'Kay Kay Menon', 'Pawan Malhotra', 'Aditya Srivastav']",Anurag Kashyap,21000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aqua Teen Hunger Force Colon Movie Film for Theaters,6.6,14K,"['Animation', 'Action', 'Adventure']","['comic relief', 'surrealism', 'robot', 'adult animation', 'mature animation']",Matt Maiellaro,"['Matt Maiellaro', 'Dave Willis', 'Dana Snyder', 'Dave Willis', 'Carey Means']",Dave Willis,14000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaminey,7.4,17K,"['Action', 'Crime', 'Drama']","['profanity', 'night', 'fistfight', 'caper crime', 'cell phone']",Vishal Bhardwaj,"['Supratik Sen', 'Abhishek Chaubey', 'Shahid Kapoor', 'Priyanka Chopra Jonas', 'Deb Mukherjee']",Cajetan Boy,17000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bo bui gai wak,6.6,15K,"['Action', 'Adventure', 'Comedy']","['father', 'gang', 'criminal gang', 'gangster', 'criminal', 'mobster', 'gang leader', 'organized crime', 'mob boss', 'anti hero']",Benny Chan,"['Benny Chan', 'Alan Yuen', 'Jackie Chan', 'Michael Hui', 'Louis Koo']",Jackie Chan,15000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,7.9,22K,"['Action', 'Comedy', 'Drama']","['time travel', 'time traveler', 'brother']",Vikram K. Kumar,"['Suriya', 'Samantha Ruth Prabhu', 'Nithya Menen', 'Vikram K. Kumar', 'Vikram K. Kumar']",Vikram K. Kumar,22000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Battle in Seattle,6.6,15K,"['Action', 'Drama', 'History']","['mayor', 'riot', 'timeframe 1990s', 'police brutality', 'seattle washington', 'arrest']",Stuart Townsend,"['André 3000', 'Jennifer Carpenter', 'Isaach De Bankolé', 'Stuart Townsend', 'Stuart Townsend']",Stuart Townsend,15000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Plunkett & Macleane,6.3,10K,"['Action', 'Adventure', 'Comedy']","['hanging', 'social satire', 'robber', 'period drama', 'character names as title', '18th century']",Jake Scott,"['Robert Wade', 'Neal Purvis', 'Robert Carlyle', 'Jonny Lee Miller', 'Iain Robertson']",Selwyn Roberts,10000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fanaa,7.1,33K,"['Action', 'Drama', 'Romance']","['tragic love', 'terrorist attack', 'absent father', 'kashmir', 'dark hero']",Kunal Kohli,"['Kunal Kohli', 'Aamir Khan', 'Kajol', 'Rishi Kapoor', 'Kunal Kohli']",Shibani Bathija,33000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kites,6.0,13K,"['Action', 'Drama', 'Romance']","['tragic event', 'fugitive', 'love', 'fiance fiancee relationship', 'bank', 'suicide', 'car chase', 'desert', 'casino', 'lovers on the lam']",Anurag Basu,"['Robin Bhatt', 'Sanjeev Dutta', 'Hrithik Roshan', 'Bárbara Mori', 'Nicholas Brown']",Anurag Basu,13000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Cleanskin,6.2,20K,"['Action', 'Crime', 'Drama']","['british', 'undercover agent', 'conspiracy', 'man hits a woman', 'written by director', 'terrorism', 'london england']",Hadi Hajaig,"['Sean Bean', 'Charlotte Rampling', 'Abhin Galeya', 'Hadi Hajaig', 'Hadi Hajaig']",Hadi Hajaig,20000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sivaji,7.5,20K,"['Action', 'Crime', 'Drama']","['forename as title', 'hospital', 'character name as title', 'one word title', 'university', 'politics', 'new identity']",S. Shankar,"['S. Shankar', 'Sujatha', 'Rajinikanth', 'Shriya Saran', 'Suman']",Swanand Kirkire,20000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK vs AK,6.9,14K,"['Action', 'Comedy', 'Crime']","['three word title', 'star', 'kidnapping', 'repetition in title', 'film within a film', 'filmmaker', 'dark comedy', 'film director']",Vikramaditya Motwane,"['Vikramaditya Motwane', 'Avinash Sampath', 'Anil Kapoor', 'Anurag Kashyap', 'Sonam Kapoor']",Anurag Kashyap,14000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oye Lucky! Lucky Oye!,7.7,18K,"['Action', 'Comedy', 'Crime']","['police', 'escape', 'betrayal', 'dark comedy', 'dog', 'medium', 'friend', 'burglary']",Dibakar Banerjee,"['Urmi Juvekar', 'Manu Rishi Chadha', 'Abhay Deol', 'Paresh Rawal', 'Nitu Chandra']",Dibakar Banerjee,18000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nefes: Vatan Sagolsun,7.9,34K,"['Action', 'Drama', 'Thriller']","['year 1993', 'military', '1990s', 'sniper']",Levent Semerci,"['Mehmet Ilker Altinay', 'Hakan Evrensel', 'Levent Semerci', 'Mete Horozoglu', 'Ilker Kizmaz']",Erdem Can,34000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Anniyan,8.3,18K,"['Action', 'Drama', 'Thriller']","['anger', 'psychiatrist', 'multiple personality disorder', 'father son relationship', 'internet', 'anti hero']",S. Shankar,"['S. Shankar', 'Sujatha', 'Vikram', 'Sada', 'Prakash Raj']",Gopal Ram,18000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Darr,7.6,24K,"['Action', 'Drama', 'Romance']","['apartment', 'insanity', 'obsessive love', 'switzerland', 'stalker', 'obsession', 'stalking']",Yash Chopra,"['Javed Siddiqui', 'Juhi Chawla', 'Sunny Deol', 'Shah Rukh Khan', 'Yash Chopra']",Honey Irani,24000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lakshya,7.8,23K,"['Action', 'Drama', 'Romance']","['pakistan', 'terrorist', 'kashmir', 'army', 'mountain', ""character repeats someone else's dialogue""]",Farhan Akhtar,"['Karan Kashyap', 'Karan Vishwanath Kashyap', 'Hrithik Roshan', 'Preity Zinta', 'Amitabh Bachchan']",Javed Akhtar,23000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sarkar,7.6,17K,"['Action', 'Crime', 'Drama']","['power', 'murder', 'prison', 'family relationships', 'blood splatter', 'boyfriend girlfriend relationship', 'false accusation', 'man wears eyeglasses']",Ram Gopal Varma,"['Amitabh Bachchan', 'Abhishek Bachchan', 'Kay Kay Menon', 'Ram Gopal Varma', 'Manish Gupta']",Manish Gupta,17000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Powerpuff Girls Movie,6.5,10K,"['Animation', 'Action', 'Adventure']","['gender in title', 'child protagonist', 'monkey', 'evil', 'professor']",Craig McCracken,"['Charlie Bean', 'Lauren Faust', 'Craig McCracken', 'Cathy Cavadini', 'Tara Strong']",Genndy Tartakovsky,10000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wazir,7.1,19K,"['Action', 'Crime', 'Drama']","['character name as title', 'flashback', 'kashmir', 'muslim', 'blood', 'explosion', 'chase', 'murder', 'revenge']",Bejoy Nambiar,"['Abhijat Joshi', 'Bejoy Nambiar', 'Amitabh Bachchan', 'Farhan Akhtar', 'Aditi Rao Hydari']",Vidhu Vinod Chopra,19000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interview with a Hitman,6.0,14K,"['Action', 'Crime', 'Drama']","['coffeeshop', 'gun', 'photograph', 'younger version of character', 'camera', 'child uses a gun', 'child with a gun', 'envelope of money', ""character repeats someone else's dialogue""]",Perry Bhandal,"['Luke Goss', 'Caroline Tillette', 'Stephen Marcus', 'Perry Bhandal', 'Perry Bhandal']",Perry Bhandal,14000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhoom,6.6,20K,"['Action', 'Crime', 'Drama']","['biker', 'thief', 'heist', 'police officer']",Sanjay Gadhvi,"['Abhishek Bachchan', 'John Abraham', 'Uday Chopra', 'Sanjay Gadhvi', 'Vijay Krishna Acharya']",Vijay Krishna Acharya,20000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby,7.9,57K,"['Action', 'Crime', 'Thriller']","['islamic terrorism', 'die hard scenario', 'terrorist', 'behind enemy lines', 'terrorism', 'espionage']",Neeraj Pandey,"['Akshay Kumar', 'Danny Denzongpa', 'Rana Daggubati', 'Neeraj Pandey', 'Neeraj Pandey']",Neeraj Pandey,57000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Krrish,6.4,21K,"['Action', 'Adventure', 'Sci-Fi']","['character name as title', 'one word title', 'singapore', 'mask', 'supernatural power', 'computer', 'non comic book superhero', 'child in jeopardy']",Rakesh Roshan,"['Sachin Bhowmick', 'Honey Irani', 'Hrithik Roshan', 'Priyanka Chopra Jonas', 'Rekha']",Robin Bhatt,21000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Border,7.9,16K,"['Action', 'Drama', 'History']","['courage', 'love', 'husband wife relationship', 'hero', 'soldier', 'letter', 'year 1971']",J.P. Dutta,"['O.P. Dutta', 'Sunny Deol', 'Suniel Shetty', 'Akshaye Khanna', 'J.P. Dutta']",J.P. Dutta,16000,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Border,7.0,29K,"['Crime', 'Drama', 'Fantasy']","['female frontal nudity', 'supernatural horror', 'female full frontal nudity', 'fox', 'female nudity']",Ali Abbasi,"['Ali Abbasi', 'Isabella Eklöf', 'Eva Melander', 'Eero Milonoff', 'Jörgen Thorsson']",John Ajvide Lindqvist,29000,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
